Title,Original Title,Subtitle,Series,Volume,Author,"Author (Last, First)",Illustrator,Narrator,Translator,Photographer,Editor,Publisher,Place of Publication,Date Published,Year Published,Original Date Published,Original Year Published,Edition,Genre,Summary,Guided Reading Level,Lexile Measure,Lexile Code,Grade Level Equivalent,Developmental Reading Assessment,Interest Level,AR Level,AR Points,AR Quiz Number,Word Count,Number of Pages,Format,Audio Runtime,Dimensions,Weight,List Price,Language,Original Language,DDC,LCC,LCCN,OCLC,ISBN,ISSN,Favorites,Rating,Physical Location,Status,Status Incompleted Reason,Status Hidden,Date Started,Date Finished,Current Page,Loaned To,Date Loaned,Borrowed From,Date Borrowed,Returned from Borrow,Not Owned Reason,Quantity,Condition,Recommended By,Date Added,User Supplied ID,User Supplied Descriptor,Tags,Purchase Date,Purchase Place,Purchase Price,Notes,Google VolumeID,Category,Wish List,Previously Owned,Up Next,Position,Uploaded Image URL,Activities
Maldita Roma (Serie Julio César 2),,La conquista del poder de Julio César,,,Santiago Posteguillo,"Posteguillo, Santiago",,,,,,EDICIONES B,,2023/11/14,2023,,,,Fiction,"LA LEYENDA CONTINÚA.  Tras el monumental éxito de Roma soy yo, continúa la saga sobre Julio César, narrada como sólo Posteguillo podría hacerlo.  ROMA LO EXIGE TODO.   EN ROMA TODO ESTÁ EN VENTA.   MALDITA SEA POR SIEMPRE ROMA.  Mare Internum, año 75 a. C. Un barco mercante navega rumbo a la isla de Rodas. A bordo, Julio César acompañado sólo por su fiel Labieno. Obligado por sus enemigos a exiliarse de Roma, se dirige al encuentro con el maestro Apolonio para aprender oratoria y de este modo, a su regreso, iniciar una feroz pugna para ingresar en el Senado y enfrentarse allí al temido Cicerón. Así arranca la extraordinaria segunda entrega de la saga dedicada a Julio César por Santiago Posteguillo. En Maldita Roma encontraremos ya al mito en la plenitud de su talento político y militar, dispuesto a vencer cualquier obstáculo en su imparable conquista del poder. Este es un relato sin tregua en el que viviremos ataques piratas, el enfrentamiento con Espartaco en la rebelión de los esclavos, grandes batallas en las que sentiremos el olor de la sangre y el estruendo de los gladios. Comprenderemos los hábiles manejos de César para ascender en política y asistiremos, incluso, al nacimiento de la reina Cleopatra a orillas del Nilo.  Una novelamagistral que nos habla sobre el auténtico precio del poder. Y es que Julio César está a punto de aprender que Roma lo exige todo, hasta su bien más preciado, lo único que él no está dispuesto a entregar. Pero Roma no negocia con nadie. Ni con César. Maldita Roma.  «Posteguillo aporta ritmo y rigurosidad al mito de Julio César».   El País   «El gran escritor español de novela histórica aborda al más genial de los hombres».   El Mundo",,,,,,,,,,,896,,,,,,español,,,,,,9788466676571,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/11/19 07:36:04.314599990,,,,,Círculo de Lectores,89000 $,,OiPMEAAAQBAJ,,0,0,0,,,
Malinche,,,,,Laura Esquivel,"Esquivel, Laura",,,,,,Simon and Schuster,,,2006,,,,Fiction,"Laura Esquivel, la Princesa de la literatura latinoamericana, está de regreso!Su nueva novela Malinche es el extraordinario recuento del trágico y apasionado amor entre el conquistador Hernán Cortés y la india Malinalli, su intérprete durante la conquista del imperio azteca. Cuando Malinalli conoce a Cortés asume que se trata del propio Dios Quetzalcóatl que regresa a liberar a su pueblo. Los dos se enamoran apasionadamente, pero este amor pronto es destruido por la desmedida sed de conquista, poder y riqueza de Cortés. A lo largo de la historia de México Malinalli/Malinche ha sido conocida por su traición al pueblo indio. Pero recientes investigaciones históricas han mostrado que Malinalli fue la mediadora entre dos culturas, la hispánica y la americana nativa; y entre dos lenguas, el español y el náhuatl. Lo que Esquivel ha hecho aquí es desafiar la mitología tradicional mediante un retrato muy temperamental del Adán y la Eva de la cultura mestiza, Cortés y Malinalli, con la caída del imperio azteca como telón de fondo. Contada con el lirismo de la tradición cantarina y pictórica del náhuatl, Laura Esquivel nos brinda un mito fundacional de la cultura híbrida del Nuevo Mundo y una extraordinaria historia de amor.",,,,,,,,,,,189,,,,,,español,,,,,,9780743290340,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 21:38:16.065423965,,,,,,,,DkUYGnGjT3QC,,0,,0,,,
MANIAC,,,,,Benjamín Labatut,"Labatut, Benjamín",,,,,,Editorial Anagrama,,2023/10/25,2023,,,,History,"Una novela vertiginosa sobre los límites del pensamiento y los delirios de la razón.  Un inquietante tríptico sobre los sueños del siglo XX y las pesadillas del siglo XXI, MANIAC explora los límites de la razón trazando el camino que va desde los fundamentos de las matemáticas hasta los delirios de la inteligencia artificial. Guiado por la enigmática figura de John von Neumann, un moderno Prometeo que hizo más que nadie por crear el mundo que habitamos y adelantar el futuro que se avecina, en este libro Benjamín Labatut se sumerge en las tormentas de fuego de las bombas atómicas, en las mortíferas estrategias de la Guerra Fría y en el nacimiento del universo digital.La obra comienza con un disparo: en 1933 Paul Ehrenfest, físico austriaco y amigo íntimo de Einstein, acabó con la vida de su propio hijo antes de suicidarse, convencido de que el alma de la ciencia había sido corrompida por el mismo mal que impulsaba el surgimiento del nazismo. Algunos de los temores de Ehrenfest se hacen realidad en el personaje central del volumen, el matemático húngaro von Neumann, un ser dotado de un cerebro tan extraordinario que sus colegas lo consideraban el próximo paso en la evolución humana.Durante una meteórica carrera, von Neumann sentó las bases matemáticas de la mecánica cuántica, ayudó a diseñar las bombas nucleares, desarrolló la teoría de los juegos y creó el primer computador moderno. Al final de su vida, ya convertido en un engranaje clave del complejo industrial-militar, dio rienda suelta a un impulso creativo que lo llevó a contemplar ideas que podrían amenazar la primacía de nuestra especie: «Para el progreso no hay cura», dijo tras presagiar la llegada de una singularidad esencial, un punto de inflexión en la historia más allá del cual los asuntos humanos tal como los conocemos no podrían continuar.MANIAC culmina con la batalla entre un hombre y una máquina: Lee Sedol, gran maestro de Go, desafía al programa de inteligencia artificial AlphaGo en cinco agónicos juegos que sirven como advertencia sobre los retos a los que nos tendremos que enfrentar a medida que nuestras creaciones tecnológicas adquieran cada vez mayor independencia.Tras aquel fenómeno inclasificable que fue Un verdor terrible, MANIAC confirma a Benjamín Labatut como una de las voces más originales de la literatura contemporánea.",,,,,,,,,,,400,,,,,,español,,,,,,9788433918994,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/10/12 21:20:35.375770092,,,,,Tanta Tinta,99000 $,,zH3aEAAAQBAJ,,0,0,0,,,
Manifiesto comunista (Serie Great Ideas),,,,,"Karl Marx,Friedrich Engels","Marx, Karl",,,,,,TAURUS,,2025/06/19,2025,,,,Political Science,"A lo largo de la historia, algunos libros han cambiado el mundo. Este es uno de ellos.  A lo largo de la historia, algunos libros han transformado la manera en que nos vemos a nosotros mismos y a los demás. Han inspirado el debate, la discordia, la guerra y la revolución. Han iluminado, indignado, provocado y consolado. Han enriquecido vidas, y también las han destruido. Taurus publica las obras de los grandes pensadores, pioneros, radicales y visionarios cuyas ideas sacudieron la civilización y nos impulsaron a ser quienes somos. En 1847, con menos de treinta años, los jóvenes Karl Marx y Friedrich Engels redactaron por encargo de la Liga de los Comunistas uno de los textos políticos más célebres de la historia. Previo al desarrollo de la economía marxista y orientado al público general, este tratado contiene los cimientos del análisis histórico que haría memorables a sus autores. La lucha de clases entre opresores y oprimidos, así como la concepción materialista de la historia, fueron el germen de transformaciones revolucionarias que sacudieron el mundo. Las ideas que lo vertebran siguen leyéndose hoy con el mismos asombro y capacidad de revelación.",,,,,,,,,,,96,,,,,,Spanish,,,,,,9788430627752,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/08/09 08:50:25.012635946,,,,,Círculo de Lectores,32000 $,,J71lEQAAQBAJ,,0,0,0,,,
Manual de la feminista aguafiestas,,,,,Sara Ahmed,"Ahmed, Sara",,,,,,Caja Negra,,,2023,,,,Education,,,,,,,,,,,,300,,,,,,español,,,,,,9789878272115,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/01/26 21:52:17.880045890,,,,,Grammata,92000 $,,j4sn0AEACAAJ,,0,0,0,,http://images.amazon.com/images/P/9878272117.01Z.jpg,
Manual de traducción de jeroglíficos egipcios,,,,,"Ángel Sánchez,Ángel Sánchez Rodríguez","Sánchez, Ángel",,,,,,Editorial Alderaban,,2004/06/01,2004,,,,History,,,,,,,,,,,,398,,,,,,español,,,,,,9788495414366,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/06/27 21:51:33.752557992,,,,,Libros de segunda,50000 $,,VrMVAQAACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/14149285-L.jpg,
Marco Aurelio y los límites del imperio,,,,,Pablo Montoya,"Montoya, Pablo",,,,,,Penguin Random House Grupo Editorial,,2024/04/28,2024,,,,Historical Fiction,"""En esta extraordinaria novela, Pablo Montoya nos ofrece una evocación que conjuga -de manera vivaz y dramática- lo novelesco con los datos del pasado y una admiración luminosa hacia este inolvidable personaje histórico"". Carlos García GualCuarteles de invierno cerca de Sirmio, en la actual Serbia, siglo II. La peste, que llegó a Roma, continúa menguando a la población y al ejército, las invasiones bárbaras no han dado tregua, el ascenso del cristianismo agita las bases del imperio, y las sublevaciones y los rumores de las infidelidades de su esposa llegan a Marco Aurelio con inquina. El emperador, que lidió con grandeza tanto la guerra como los desafíos cotidianos de la familia y el amor, asumiendo el liderazgo bajo el modelo del romano ideal y a la vez como casi ningún hombre de su tiempo, reflexiona sobre su vida, la muerte y los límites del poder en esta magistral novela.Con la avezada pluma que lo caracteriza, Pablo Montoya hace gala de un agudo rigor histórico que presenta a los lectores un impactante fresco de la Roma imperial y una mirada única a un hombre que marcó la historia con su lucidez, coraje y humanidad.",,,,,,,,,,,192,,,,,,español,,,,,,9786287638501,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/05/11 22:03:17.484151840,,,,,Librería Cooprudea,,,ffsGEQAAQBAJ,,0,0,0,,,
María Magdalena,,,,,Margaret George,"George, Margaret",,,,,,B de Bolsillo,,,2018,,,,,"Nacida en un pueblo pesquero en el seno de una acomodada famialia judía, María Magdalena se caracterizó, ya desde sus primeros años, por su inusitado deseo de conocimiento. Fue también en su infancia cuando comenzaron sus visiones, hecho que marcariía su vida para siempre. Abocada a un largo y tortuoso proceso de transformación espiritual.",,,,,,,,,,,762,,,,,,español,,,,,,9789585654396,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2024/02/24 21:22:02.909683942,,,,,Entrelibros,65000 $,,xTCfzgEACAAJ,,0,0,0,,,
María.,,,,,Jorge Isaacs,"Isaacs, Jorge",,,,,,Distribuidora y Editora Richmond S. A,,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,9789589002728,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:48:45.080435037,,,,,,,,,,0,,0,,http://covers3.booksamillion.com/covers/bam/1/49/031/923/1490319239_l.jpg,
Marie Curie,,,,,Françoise Giroud,"Giroud, Françoise",,,,,,DEBOLSILLO,,,2002,,,,,,,,,,,,,,,,334,,,,,,,,,,,,9788497591027,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/01 09:20:37.481041908,,,,,,,,,,0,,0,,https://www.ibs.it/mpimg/2560037779792_0_0_221_0_75.jpg,
Martín Lutero,,Renegado y profeta,,,Lyndal Roper,"Roper, Lyndal",,,,,,TAURUS,,,2017,,,,,,,,,,,,,,,,621,,,,,62000 $,español,,,,,,9789589219362,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/08/03 11:29:17.376225948,,,,,Buscalibre,,,K4RFzgEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8739712-L.jpg,
Mary Wollstonecraft Mary Shelley,,,,,Charlotte Gordon,"Gordon, Charlotte",,,,,,"Circe Ediciones, S.L.U.",,,2018,,,,Juvenile Nonfiction,"Mary Wollstonecraft (1759-1797) y Mary Shelley (1797-1851) son nombres de referencia indiscutible en la cultura occidental. La primera escribió un texto clave, Vindicación de los derechos de la mujer (1792); la segunda, un clásico universal: Frankenstein o el moderno Prometeo (1818). Pioneras del feminismo, ambas lucharon por hacer oír su voz cuando la sociedad consideraba a las mujeres meros apéndices del hombre. Ambas defendieron su independencia creativa y económica, y por ello se enfrentaron a las críticas despiadadas de su tiempo, a la incomprensión y la malevolencia masculinas. Ambas abordaron en sus obras los temas más candentes y, en su parcela privada, se esforzaron por conciliar el trabajo con el amor y la maternidad. Madre e hija, Wollstonecraft y Shelley coincidieron en vida sólo durante diez días, pero la filósofa ejerció una influencia decisiva sobre la novelista. Con el rigor de un ensayo académico y el vuelo de la narrativa de ficción, esta doble biografía ahonda de modo magistral en la existencia de unas escritoras que, ante todo, fueron mujeres valientes, apasionadas, visionarias y cuya obra sigue hoy, en pleno siglo XXI, más viva que nunca.",,,,,,,,,,,600,,,,,,Spanish,,,,,,9788477653127,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2025/07/19 23:07:28.447955012,,,,,Grammata,140000 $,,g_M0twEACAAJ,,0,0,0,,https://covers.openlibrary.org/b/id/8181224-L.jpg,
Más que una musa : relaciones creativas que eclipsaron a las mujeres,,Relaciones creativas que eclipsaron a las mujeres,,,Katie McCabe (Escriptora irlandesa),"irlandesa), Katie McCabe (Escriptora",,,,,,Garbuix Books,,2021/06/01,2021,,,,Social Science,,,,,,,,,,,,248,,,,,,español,,,,,,9788412332612,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2023/08/18 20:10:56.084013938,,,,,Grammata,100000 $,,kH_UzgEACAAJ,,0,0,0,,http://images.amazon.com/images/P/841233261X.01Z.jpg,
Mas Rapido Que La Velocidad de La Luz,,,,,Joao Magueijo,"Magueijo, Joao",,,,,,Fondo de Cultura Economica USA,,2006/11/01,2006,,,,Science,"Mas rapido que la velocidad de la luz es la cronica de una idea ""insensata"" que ha provocado apasionadas polemicas pues cuestiona la regla fundamental de la fisica moderna enunciada por Einstein en su teoria de la relatividad: que la velocidad de la luz en el vacio es constante. Joao Magueijo -cosmologo y fisico teorico doctorado en la Universidad de Cambridge y profesor en el Imperial College de Londres- presenta una teoria que postula la variacion de la velocidad de la luz y plantea que en los primeros momentos del universo la velocidad de la luz era mayor. Su teoria se propone resolver algunos de los problemas cruciales de la cosmologia y tiene enormes implicancias para diferentes cuestiones de la fisica actual, desde los viajes espaciales y los agujeros negros hasta la dilatacion del tiempo y la teoria de las cuerdas.",,,,,,,,,,,270,,,,,,Spanish,,,,,,9789505576838,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2026/04/13 22:16:55.311759948,,,,,Lerner,45000 $,,J0TyAQAACAAJ,,0,0,0,,,
"Masa Critica.: Cambio, Caos y Complejidad",,,,,Philip Ball,"Ball, Philip",,,,,,Fondo de Cultura Economica USA,,2010/04/01,2010,,,,Science,"Recurriendo a la f sica Para descifrar el orden dentro del caos de la vida cotidiana, el autor encuentra relaciones sorprendentes entre naturaleza humana, libertad social y leyes naturales. Los eventos diarios, como el tr fico, las fluctuaciones en el mercado y las relaciones entre actores de Hollywood tienen un sistema y una explicaci n. el autor retoma el viaje intelectual que empez Hobbes en el siglo xvii y, entre an cdotas y destellos de genialidad interpretativa, da nombre a las fuerzas ocultas que gobiernan nuestra vida.",,,,,,,,,,,598,,,,,,español,,,,,,9786071601780,,0,0.000000,,Unread,,0,,,,,,,,0,,,,,2022/06/12 22:01:19.606304168,,,,,Fondo de Cultura Económica,64000 $,,-W2nSgAACAAJ,,0,0,0,,,
Máscaras venecianas ; La sierva ajena,,,,,Adolfo Bioy Casares,"Casares, Adolfo Bioy",,,,,,Alianza Editorial,,,1994,,,,Foreign Language Study,,,,,,,,,,,,94,,,,,,español,,,,,,9788420646343,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/01 08:37:33.605568885,,,,,,,,yU-1AAAAIAAJ,,0,,0,,https://d.gr-assets.com/books/1412449493l/393258.jpg,
Matemática de uso diario para dummies,,,,,Charles Seiter,"Seiter, Charles",,,,,,Grupo Editorial Norma,,,1996,,,,Mathematics,,,,,,,,,,,,358,,,,,,español,,,,,,9789580435143,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2020/12/31 22:43:49.761813163,,,,,,,,EyoAAAAACAAJ,,0,,0,,,
Mathematics Of Life,,Unlocking the Secrets of Existence,,,Ian Stewart,"Stewart, Ian",,,,,,Profile Books,,2011/04/07,2011,,,,Mathematics,"A new partnership of biologists and mathematicians is picking apart the hidden complexity of animals and plants to throw fresh light on the behaviour of entire organisms, how they interact and how changes in biological diversity affect the planet's ecological balance. Mathematics offers new and sometimes startling perspectives on evolution and how patterns of inheritance and population work out over time-scales ranging from millions to hundreds of years - as well as what's going on to change us right now.Ian Stewart, in characteristically clear and entertaining fashion, explores these and a whole range of pertinent issues, including how far genes control behaviour and the nature of life itself. He shows how far mathematicians and biologists are succeeding in tackling some of the most difficult scientific problems the human race has ever confronted and where their research is currently taking us.",,,,,,,,,,,335,,,,,,inglés,,,,,,9781847653505,,0,0.000000,,Unread,,,,,,,,,,0,,,,,2021/01/04 08:46:10.033540010,,,,,,,,ZVEUniZITlEC,,0,,0,,,
